user_id,cohort_recharge_date,recharge_amount_on_day,recharge_count_on_day,wallet_balance_after_recharge,days_since_signup,lifetime_recharge_count_before_day,lifetime_recharge_amount_before_day,sessions_last_7d,app_launches_last_7d,notifications_clicked_last_7d,consultations_last_7d,paid_consult_minutes_last_7d,avg_consult_rating,has_used_coupon_on_day,has_done_promo_recharge,is_free_consultation_taken,has_push_enabled,country,device_type,acquisition_source,campaign_group,city_tier,future_recharged
101321,2026-01-27,380.0,1,224.0,538,1,125.0,6,7,0,4,79.3,3.9,1,0,1,0,UAE,Android,Meta Ads,Brand,Tier 1,1
101322,2026-01-27,277.0,1,285.0,173,1,98.0,3,10,1,0,0.0,4.2,0,0,1,1,India,Android,Organic,Unmapped,Tier 3,1
101323,2026-01-27,1149.0,1,273.0,279,2,938.0,2,8,2,1,3.9,5.0,0,0,0,1,India,Android,CRM,Remarketing,Tier 2,1
101324,2026-01-27,653.0,1,387.0,203,1,575.0,7,8,1,0,0.0,5.0,0,0,0,0,UK,Android,Meta Ads,Unmapped,Tier 3,1
101325,2026-01-27,603.0,1,140.0,256,4,984.0,5,7,0,0,0.0,4.1,0,1,0,1,India,Android,CRM,Unmapped,Tier 2,0
101326,2026-01-27,663.0,1,175.0,352,4,2786.0,3,4,0,4,38.6,3.2,0,0,1,1,India,iOS,Organic,Brand,Tier 1,1
101327,2026-01-27,640.0,1,182.0,351,1,1028.0,4,5,0,2,3.5,4.3,0,0,0,1,USA,iOS,Organic,Performance,Tier 1,1
101328,2026-01-27,395.0,1,148.0,256,5,3986.0,1,7,1,0,0.0,4.6,0,1,0,0,India,Android,Meta Ads,Performance,Tier 1,1
101329,2026-01-27,268.0,2,87.0,256,2,941.0,5,2,1,4,13.3,3.5,1,0,1,1,India,iOS,Organic,Brand,Tier 1,1
101330,2026-01-27,517.0,2,204.0,263,1,981.0,4,4,1,0,0.0,2.9,1,0,0,0,India,Android,Referral,Influencer,Tier 2,1
101331,2026-01-27,389.0,1,343.0,220,1,536.0,4,8,1,0,0.0,5.0,0,0,1,0,India,Android,Organic,Performance,Tier 2,0
101332,2026-01-27,71.0,1,244.0,66,1,216.0,4,12,1,1,10.1,5.0,1,1,1,1,USA,Android,Organic,Performance,Tier 3,1
101333,2026-01-27,195.0,1,133.0,200,0,0.0,5,2,1,2,18.5,4.2,1,0,0,1,UAE,Android,Organic,Performance,Tier 2,0
101334,2026-01-27,353.0,1,207.0,386,0,0.0,2,7,3,2,7.5,5.0,1,0,0,1,India,Web,Meta Ads,Remarketing,Tier 1,0
101335,2026-01-27,874.0,1,127.0,528,2,270.0,4,5,1,1,25.7,3.9,0,0,1,1,USA,Android,Organic,Performance,Tier 2,1
101336,2026-01-27,518.0,2,290.0,438,0,0.0,1,8,1,2,1.5,2.9,0,0,0,1,India,Android,Referral,Influencer,Tier 2,1
101337,2026-01-27,230.0,1,351.0,465,1,218.0,7,4,2,2,3.8,5.0,1,0,0,1,UK,iOS,Google Ads,Performance,Tier 2,1
101338,2026-01-27,181.0,1,357.0,422,1,548.0,1,6,1,0,0.0,4.0,1,1,1,1,India,Android,Organic,Performance,Tier 2,0
101339,2026-01-27,1000.0,1,161.0,271,3,1263.0,6,3,1,2,2.1,5.0,1,0,1,1,India,Android,Organic,Remarketing,Tier 2,1
101340,2026-01-27,409.0,2,129.0,368,1,210.0,3,4,3,1,5.5,2.5,0,1,0,1,India,iOS,CRM,Performance,Tier 1,1
101341,2026-01-27,13.0,1,387.0,451,3,1413.0,4,7,0,2,7.2,4.5,1,1,0,1,Canada,Android,Organic,Unmapped,Tier 2,0
101342,2026-01-27,429.0,1,151.0,120,3,1775.0,5,2,3,0,0.0,3.0,0,0,0,1,India,Web,Organic,Influencer,Tier 3,1
101343,2026-01-27,752.0,4,205.0,80,2,1420.0,1,4,0,1,2.1,4.9,0,1,0,1,Canada,iOS,Organic,Unmapped,Tier 1,1
101344,2026-01-27,176.0,1,243.0,143,3,4360.0,3,8,3,0,0.0,5.0,0,0,1,1,India,Android,Organic,Brand,Tier 2,0
101345,2026-01-27,490.0,1,192.0,285,4,1610.0,5,9,2,2,16.0,3.3,1,0,0,1,UAE,Android,Organic,Performance,Tier 2,1
101346,2026-01-27,524.0,1,321.0,424,1,506.0,7,3,0,2,24.4,5.0,0,1,0,0,India,Android,Organic,Performance,Tier 2,1
101347,2026-01-27,185.0,1,51.0,243,4,1959.0,3,9,1,3,21.5,2.4,1,0,1,1,India,iOS,Organic,Performance,Tier 1,1
101348,2026-01-27,1060.0,1,270.0,530,4,7497.0,5,11,0,1,5.8,4.5,1,0,1,1,India,Android,Google Ads,Brand,Tier 2,1
101349,2026-01-27,531.0,1,98.0,175,2,658.0,5,7,2,1,15.0,4.4,1,1,1,1,India,Android,Referral,Performance,Tier 2,1
101350,2026-01-27,351.0,1,138.0,249,1,418.0,4,5,2,3,46.5,4.5,0,1,0,1,India,Android,Organic,Brand,Tier 1,1
101351,2026-01-27,411.0,1,220.0,495,1,442.0,2,4,1,0,0.0,4.9,0,0,1,1,Canada,Android,Google Ads,Performance,Tier 1,1
101352,2026-01-27,154.0,2,39.0,92,2,329.0,4,4,1,2,13.3,4.3,0,0,1,0,India,Android,CRM,Brand,Tier 1,0
101353,2026-01-27,148.0,1,168.0,449,4,2726.0,7,6,0,2,37.4,4.4,0,0,1,1,India,Android,Organic,Brand,Tier 3,0
101354,2026-01-27,326.0,3,146.0,81,1,559.0,5,4,2,3,21.1,3.0,0,0,1,0,India,Android,Google Ads,Brand,Tier 2,1
101355,2026-01-27,342.0,4,175.0,489,3,945.0,3,7,3,0,0.0,3.3,0,0,0,1,India,Android,Meta Ads,Unmapped,Tier 1,1
101356,2026-01-27,391.0,2,139.0,174,1,706.0,3,6,1,1,0.6,3.7,0,1,0,1,India,Android,Google Ads,Brand,Tier 1,1
101357,2026-01-27,1122.0,1,206.0,343,1,631.0,3,4,0,1,4.2,5.0,0,0,0,1,India,Android,Organic,Performance,Tier 1,1
101358,2026-01-27,725.0,1,123.0,384,0,0.0,4,4,2,2,6.8,4.5,0,0,0,0,India,Android,Meta Ads,Performance,Tier 2,1
101359,2026-01-27,85.0,1,186.0,203,1,687.0,4,2,2,2,36.8,4.2,0,0,1,1,India,Android,Google Ads,Performance,Tier 3,0
101360,2026-01-27,986.0,1,220.0,297,2,178.0,4,4,0,0,0.0,1.7,0,0,0,1,India,Android,Google Ads,Performance,Tier 2,1
101361,2026-01-27,324.0,1,397.0,408,4,2040.0,5,8,1,1,10.1,2.8,1,0,1,1,India,Android,Meta Ads,Performance,Tier 3,0
101362,2026-01-27,772.0,1,459.0,472,4,991.0,2,6,1,2,13.1,4.3,0,1,1,1,India,Android,Meta Ads,Unmapped,Tier 2,1
101363,2026-01-27,345.0,1,56.0,58,4,5004.0,6,7,3,2,23.4,3.5,0,0,1,1,India,iOS,Google Ads,Brand,Tier 2,0
101364,2026-01-27,507.0,1,419.0,267,0,0.0,6,4,2,2,3.9,3.8,1,0,0,1,India,Android,Organic,Influencer,Tier 1,0
101365,2026-01-27,165.0,2,86.0,460,4,5040.0,1,2,1,1,4.7,4.8,0,0,0,1,India,Android,Meta Ads,Brand,Tier 1,1
101366,2026-01-27,589.0,1,187.0,300,3,813.0,3,7,3,0,0.0,4.1,0,0,1,1,India,Android,CRM,Brand,Tier 3,1
101367,2026-01-27,832.0,1,42.0,15,1,212.0,6,5,1,1,18.8,2.7,0,0,1,1,India,Android,Organic,Brand,Tier 2,1
101368,2026-01-27,104.0,1,22.0,67,0,0.0,9,8,1,4,39.3,3.5,1,0,1,1,UAE,Android,Google Ads,Brand,Tier 1,0
101369,2026-01-27,841.0,1,753.0,441,3,887.0,8,7,0,1,15.2,4.3,1,1,1,1,India,Android,Meta Ads,Performance,Tier 2,1
101370,2026-01-27,267.0,1,191.0,228,3,741.0,4,4,0,2,49.7,4.7,0,0,1,1,India,Android,CRM,Unmapped,Tier 1,0
101371,2026-01-27,1358.0,1,160.0,380,2,2074.0,5,8,3,1,0.8,3.4,0,0,0,0,India,Android,Google Ads,Performance,Tier 3,1
101372,2026-01-27,782.0,1,239.0,482,1,1027.0,6,4,0,5,53.3,4.9,0,0,0,1,India,Android,Organic,Remarketing,Tier 2,1
101373,2026-01-27,693.0,1,163.0,47,3,2514.0,8,5,3,1,3.2,2.0,1,0,0,1,India,Android,Google Ads,Brand,Tier 1,1
101374,2026-01-27,413.0,1,348.0,245,9,873.0,7,6,0,1,16.4,3.9,0,1,1,0,Canada,iOS,Meta Ads,Remarketing,Tier 1,0
101375,2026-01-27,2069.0,4,229.0,79,1,638.0,5,9,2,0,0.0,2.6,0,0,1,1,India,Android,Organic,Performance,Tier 3,1
101376,2026-01-27,325.0,2,309.0,454,4,1572.0,1,3,2,0,0.0,3.2,0,0,1,1,USA,Android,CRM,Performance,Tier 1,1
101377,2026-01-27,200.0,1,99.0,244,8,6290.0,10,3,0,2,2.3,4.7,0,1,0,1,Canada,Android,Meta Ads,Brand,Tier 1,0
101378,2026-01-27,275.0,1,48.0,473,0,0.0,4,12,0,1,9.6,3.6,0,0,0,1,UAE,iOS,Organic,Remarketing,Tier 2,0
101379,2026-01-27,934.0,1,377.0,161,1,584.0,5,11,0,2,4.1,3.2,0,0,1,1,India,Android,CRM,Performance,Tier 3,1
101380,2026-01-27,500.0,2,247.0,78,1,1044.0,5,7,1,1,7.1,3.3,0,0,0,1,India,Android,Meta Ads,Influencer,Tier 2,1
101381,2026-01-27,448.0,1,66.0,468,2,1140.0,3,3,0,0,0.0,5.0,0,0,1,1,USA,Android,Google Ads,Performance,Tier 3,0
101382,2026-01-27,329.0,1,67.0,331,1,80.0,9,8,0,1,6.5,4.8,1,0,0,1,India,Android,Google Ads,Unmapped,Tier 1,1
101383,2026-01-27,431.0,2,209.0,104,0,0.0,8,4,0,0,0.0,4.0,0,0,0,1,Canada,Android,Organic,Brand,Tier 1,1
101384,2026-01-27,312.0,1,292.0,374,6,1642.0,2,5,1,1,3.3,2.5,1,0,1,1,India,Android,Organic,Brand,Tier 1,0
101385,2026-01-27,738.0,1,85.0,225,2,420.0,6,4,0,1,3.7,2.3,1,0,1,1,India,iOS,CRM,Remarketing,Tier 1,1
101386,2026-01-27,384.0,1,320.0,25,3,669.0,1,7,1,2,52.6,3.4,1,0,1,1,India,Android,Organic,Performance,Tier 1,1
101387,2026-01-27,280.0,1,396.0,140,2,665.0,3,5,1,0,0.0,3.7,0,0,1,1,India,Android,Organic,Performance,Tier 3,0
101388,2026-01-27,882.0,1,205.0,405,1,295.0,1,7,0,2,27.8,5.0,0,0,1,0,India,Android,Referral,Brand,Tier 3,1
101389,2026-01-27,205.0,2,192.0,68,2,1334.0,1,5,2,2,12.0,3.3,0,0,0,1,India,Android,Referral,Influencer,Tier 2,0
101390,2026-01-27,505.0,1,60.0,182,1,260.0,2,2,1,1,1.5,3.7,0,0,1,1,India,Android,Organic,Unmapped,Tier 3,1
101391,2026-01-27,71.0,1,100.0,140,2,1380.0,5,6,1,1,5.9,3.8,0,0,1,1,UAE,Android,Organic,Performance,Tier 2,1
101392,2026-01-27,137.0,1,174.0,395,3,2674.0,5,5,0,0,0.0,3.2,1,0,1,1,UK,Android,CRM,Brand,Tier 3,0
101393,2026-01-27,353.0,3,252.0,464,2,1357.0,8,4,1,3,1.8,5.0,1,0,0,1,India,Android,Meta Ads,Unmapped,Tier 3,1
101394,2026-01-27,307.0,1,219.0,425,2,1037.0,4,4,5,1,4.1,3.7,0,0,0,1,India,Android,Meta Ads,Remarketing,Tier 2,1
101395,2026-01-27,307.0,1,27.0,386,3,2188.0,1,7,1,1,18.6,2.3,0,1,1,1,India,Android,Google Ads,Performance,Tier 1,1
101396,2026-01-27,787.0,1,81.0,48,1,216.0,4,3,0,4,19.6,4.5,0,0,1,1,India,Android,Meta Ads,Unmapped,Tier 3,1
101397,2026-01-27,818.0,1,230.0,493,1,94.0,6,3,0,2,14.1,4.4,0,0,1,1,India,Web,Meta Ads,Performance,Tier 3,0
101398,2026-01-27,576.0,2,257.0,87,4,3008.0,4,8,0,1,3.1,4.8,0,1,0,1,India,Android,Google Ads,Unmapped,Tier 2,1
101399,2026-01-27,196.0,3,137.0,218,2,1132.0,2,7,3,1,7.7,3.7,0,0,1,0,India,Android,Google Ads,Remarketing,Tier 1,0
101400,2026-01-27,428.0,2,300.0,447,0,0.0,7,6,1,0,0.0,2.8,0,0,1,1,India,Android,Organic,Performance,Tier 3,1
101401,2026-01-27,1481.0,2,297.0,129,0,0.0,6,6,1,5,12.5,4.1,0,0,1,0,India,Android,Organic,Influencer,Tier 1,1
101402,2026-01-27,1942.0,1,719.0,117,3,1114.0,4,7,0,2,14.0,4.1,0,1,1,1,India,Android,Organic,Unmapped,Tier 3,1
101403,2026-01-27,888.0,1,193.0,14,4,1634.0,10,8,0,0,0.0,3.5,0,0,1,1,India,Android,Organic,Remarketing,Tier 2,1
101404,2026-01-27,203.0,1,133.0,193,3,1598.0,3,4,0,3,5.9,3.3,0,0,1,1,India,Android,Referral,Influencer,Tier 1,0
101405,2026-01-27,431.0,1,86.0,267,2,851.0,4,3,2,2,2.1,4.4,0,0,0,1,UK,Android,Referral,Performance,Tier 3,0
101406,2026-01-27,550.0,1,53.0,252,3,1572.0,4,2,1,1,39.5,3.3,1,1,1,1,India,Web,CRM,Brand,Tier 3,0
101407,2026-01-27,493.0,2,288.0,21,2,612.0,6,4,2,1,6.5,5.0,0,1,1,1,India,Android,Referral,Remarketing,Tier 3,1
101408,2026-01-27,950.0,1,265.0,110,1,811.0,2,5,1,1,2.8,4.7,0,0,0,1,India,Android,Google Ads,Performance,Tier 2,1
101409,2026-01-27,764.0,1,60.0,2,1,652.0,6,4,1,1,11.5,5.0,1,0,0,1,India,Android,Organic,Brand,Tier 1,1
101410,2026-01-27,193.0,1,289.0,121,3,1352.0,5,8,1,0,0.0,3.1,0,0,1,1,India,Android,CRM,Influencer,Tier 2,0
101411,2026-01-27,285.0,2,214.0,326,1,190.0,3,5,2,2,17.1,4.0,0,0,0,0,India,Android,Organic,Performance,Tier 1,0
101412,2026-01-27,886.0,2,150.0,4,2,891.0,4,8,2,0,0.0,3.5,1,0,0,0,India,Android,Google Ads,Performance,Tier 2,1
101413,2026-01-27,1146.0,1,25.0,89,6,3554.0,6,4,1,3,55.4,3.4,0,0,1,1,India,Android,CRM,Influencer,Tier 2,1
101414,2026-01-27,555.0,2,263.0,293,1,426.0,5,5,0,3,13.5,5.0,0,0,0,1,India,Android,Organic,Performance,Tier 1,1
101415,2026-01-27,1238.0,2,579.0,302,3,1070.0,6,5,0,0,0.0,5.0,1,1,0,1,India,iOS,Google Ads,Unmapped,Tier 1,1
101416,2026-01-27,511.0,1,96.0,483,1,64.0,3,9,0,0,0.0,4.2,1,1,1,0,India,iOS,Google Ads,Influencer,Tier 3,1
101417,2026-01-27,224.0,2,214.0,309,2,3835.0,3,6,3,3,30.8,5.0,1,0,1,1,UAE,Android,Organic,Brand,Tier 2,0
101418,2026-01-27,718.0,1,279.0,499,0,0.0,6,11,1,2,9.6,5.0,0,0,0,1,India,Android,Organic,Unmapped,Tier 2,1
101419,2026-01-27,2486.0,1,13.0,390,1,616.0,7,6,0,3,16.4,3.5,0,0,0,1,UAE,Android,Organic,Performance,Tier 1,1
101420,2026-01-27,155.0,1,83.0,297,3,630.0,8,6,1,1,18.0,2.5,1,0,0,1,India,Android,Referral,Remarketing,Tier 2,0
101421,2026-01-27,1208.0,1,44.0,206,3,1735.0,4,7,0,1,0.8,1.8,0,0,1,1,India,Android,Organic,Performance,Tier 2,1
101422,2026-01-27,691.0,1,576.0,60,0,0.0,6,4,3,0,0.0,2.9,0,0,1,0,India,Android,CRM,Brand,Tier 1,1
101423,2026-01-27,271.0,1,12.0,380,4,1526.0,7,8,1,1,9.8,5.0,0,1,1,1,USA,Android,Meta Ads,Performance,Tier 1,0
101424,2026-01-27,73.0,1,149.0,506,2,848.0,4,3,1,0,0.0,3.8,0,0,1,0,India,Android,Google Ads,Performance,Tier 1,0
101425,2026-01-27,43.0,1,233.0,197,4,1150.0,3,7,2,0,0.0,4.7,1,0,1,0,India,iOS,Organic,Influencer,Tier 2,0
101426,2026-01-27,306.0,1,96.0,191,2,3835.0,8,8,0,5,24.8,4.4,0,0,1,0,India,iOS,Referral,Unmapped,Tier 2,0
101427,2026-01-27,616.0,1,16.0,52,0,0.0,2,3,1,3,11.8,3.9,0,0,1,1,India,Android,Organic,Brand,Tier 1,0
101428,2026-01-27,843.0,1,154.0,322,1,521.0,1,9,2,2,12.0,3.5,0,1,1,1,India,iOS,CRM,Brand,Tier 1,1
101429,2026-01-27,975.0,1,94.0,167,2,625.0,5,8,4,1,23.9,4.4,0,0,1,1,India,Android,Organic,Unmapped,Tier 2,1
101430,2026-01-27,578.0,2,252.0,5,1,791.0,4,7,3,3,4.6,5.0,0,0,1,1,India,Android,Organic,Remarketing,Tier 2,0
101431,2026-01-27,517.0,2,323.0,4,3,2391.0,4,3,1,0,0.0,4.3,0,1,1,1,India,Android,Google Ads,Remarketing,Tier 2,1
101432,2026-01-27,362.0,1,60.0,181,2,427.0,7,6,2,0,0.0,2.5,0,0,1,1,India,Android,Organic,Performance,Tier 3,1
101433,2026-01-27,626.0,1,103.0,249,3,368.0,5,9,5,2,47.6,2.2,0,0,0,1,India,Android,Organic,Unmapped,Tier 2,1
101434,2026-01-27,275.0,1,108.0,246,2,619.0,3,7,2,1,12.4,4.1,1,0,0,0,USA,Android,CRM,Influencer,Tier 2,0
101435,2026-01-27,163.0,4,320.0,399,5,1491.0,3,9,0,4,40.5,3.7,1,0,1,1,India,iOS,Meta Ads,Remarketing,Tier 1,1
101436,2026-01-27,494.0,1,196.0,285,3,404.0,4,6,2,1,5.6,2.7,1,0,1,1,USA,Android,Google Ads,Unmapped,Tier 2,1
101437,2026-01-27,801.0,1,63.0,423,2,481.0,7,8,1,4,32.9,5.0,0,0,1,1,India,Android,Organic,Unmapped,Tier 2,1
101438,2026-01-27,132.0,1,395.0,160,2,384.0,5,8,2,1,7.4,3.5,0,0,1,1,India,Android,Google Ads,Unmapped,Tier 1,0
101439,2026-01-27,306.0,1,95.0,125,1,1054.0,2,7,1,3,6.8,4.5,0,1,1,0,UAE,iOS,Referral,Influencer,Tier 2,1
101440,2026-01-27,481.0,1,120.0,291,1,593.0,4,8,1,0,0.0,4.9,0,0,1,0,UK,iOS,Google Ads,Brand,Tier 2,0
101441,2026-01-27,474.0,1,78.0,57,6,3881.0,8,7,4,0,0.0,2.7,1,1,1,1,USA,Android,CRM,Performance,Tier 1,1
101442,2026-01-27,678.0,1,208.0,412,2,1656.0,2,8,3,3,30.4,3.9,1,0,0,1,India,Android,Referral,Performance,Tier 1,1
101443,2026-01-27,1454.0,1,137.0,100,1,206.0,6,10,0,2,14.4,3.2,0,0,1,1,India,Android,Referral,Performance,Tier 2,1
101444,2026-01-27,44.0,1,479.0,494,1,655.0,7,13,2,2,14.1,4.6,1,1,1,1,India,Android,Google Ads,Brand,Tier 1,0
101445,2026-01-27,1496.0,1,198.0,531,4,1408.0,5,5,1,4,31.3,5.0,0,0,0,1,UK,Android,Google Ads,Remarketing,Tier 3,1
101446,2026-01-27,1413.0,2,82.0,290,0,0.0,4,9,0,1,5.8,4.2,0,0,0,1,India,Android,Organic,Influencer,Tier 1,1
101447,2026-01-27,853.0,1,181.0,168,3,2862.0,3,7,2,1,1.7,4.3,0,1,1,1,India,iOS,Organic,Remarketing,Tier 1,0
101448,2026-01-27,548.0,3,527.0,182,2,2387.0,7,3,2,0,0.0,3.8,1,0,1,0,India,Android,Organic,Brand,Tier 3,1
101449,2026-01-27,279.0,1,55.0,231,4,903.0,5,4,2,2,26.7,4.5,0,0,1,1,India,iOS,CRM,Brand,Tier 1,1
101450,2026-01-27,846.0,2,263.0,258,4,1718.0,8,4,1,1,8.2,3.1,1,0,0,1,India,Android,Google Ads,Brand,Tier 3,1
101451,2026-01-27,568.0,3,25.0,40,3,881.0,6,3,0,2,21.7,2.2,1,0,1,1,India,Web,Referral,Performance,Tier 2,1
101452,2026-01-27,368.0,2,456.0,106,5,1373.0,3,5,2,1,15.8,4.6,1,1,0,1,India,Android,Organic,Brand,Tier 3,0
101453,2026-01-27,831.0,2,122.0,426,2,611.0,2,6,1,0,0.0,4.4,0,0,1,1,India,Android,Organic,Performance,Tier 3,1
101454,2026-01-27,928.0,1,80.0,28,2,1506.0,3,4,1,4,90.8,4.8,1,0,1,1,India,Android,Organic,Brand,Tier 2,1
101455,2026-01-27,1140.0,1,505.0,242,3,849.0,5,8,2,1,5.3,4.5,1,0,1,0,Canada,Android,Google Ads,Performance,Tier 1,1
101456,2026-01-27,254.0,1,172.0,472,1,241.0,8,10,2,2,5.0,2.9,0,1,1,0,India,Android,Organic,Performance,Tier 2,0
101457,2026-01-27,1046.0,1,177.0,47,4,1108.0,8,5,1,2,17.3,3.0,0,0,1,1,Canada,Android,Organic,Influencer,Tier 1,1
101458,2026-01-27,373.0,4,124.0,499,3,434.0,3,7,2,2,24.5,4.9,0,0,0,1,UAE,Android,CRM,Brand,Tier 1,1
101459,2026-01-27,549.0,1,129.0,255,4,1145.0,5,4,1,2,12.2,3.0,1,0,1,1,USA,Android,Meta Ads,Remarketing,Tier 2,0
101460,2026-01-27,626.0,1,22.0,228,3,2927.0,2,2,1,1,2.1,3.8,0,0,1,1,UK,iOS,Organic,Unmapped,Tier 2,1
101461,2026-01-27,991.0,3,260.0,385,0,0.0,3,5,0,0,0.0,3.1,0,0,1,1,India,Android,Meta Ads,Remarketing,Tier 1,1
101462,2026-01-27,775.0,1,45.0,419,3,1071.0,6,4,1,1,3.7,5.0,1,0,0,1,India,Android,Organic,Performance,Tier 2,1
101463,2026-01-27,363.0,1,357.0,255,5,5062.0,3,8,2,0,0.0,2.7,0,1,0,1,India,Android,Organic,Performance,Tier 3,1
101464,2026-01-27,52.0,1,66.0,44,2,2681.0,5,5,0,2,35.3,4.5,0,0,1,0,USA,Android,Organic,Unmapped,Tier 3,0
101465,2026-01-27,673.0,2,191.0,523,3,2823.0,3,5,2,2,14.1,3.2,1,0,1,1,India,Android,Google Ads,Performance,Tier 1,1
101466,2026-01-27,533.0,2,107.0,4,2,177.0,1,1,1,3,3.2,4.5,0,0,0,1,India,iOS,Meta Ads,Brand,Tier 3,0
101467,2026-01-27,154.0,1,124.0,470,1,352.0,9,4,3,1,16.2,4.5,0,1,0,0,USA,Android,Meta Ads,Performance,Tier 2,1
101468,2026-01-27,579.0,1,145.0,234,2,2301.0,7,4,1,4,14.1,4.3,0,1,0,0,India,Android,Organic,Performance,Tier 1,0
101469,2026-01-27,476.0,1,231.0,277,0,0.0,1,8,4,0,0.0,5.0,1,0,0,0,India,Android,CRM,Influencer,Tier 2,1
101470,2026-01-27,1133.0,1,495.0,413,1,892.0,4,9,1,0,0.0,5.0,0,0,1,1,UAE,iOS,Google Ads,Brand,Tier 1,1
101471,2026-01-27,1561.0,1,121.0,507,2,963.0,3,8,0,0,0.0,1.0,1,0,1,1,India,iOS,Google Ads,Remarketing,Tier 3,1
101472,2026-01-27,913.0,3,17.0,81,2,1204.0,1,4,1,0,0.0,3.8,0,0,1,1,India,iOS,Meta Ads,Influencer,Tier 2,1
101473,2026-01-27,456.0,1,422.0,438,3,1160.0,5,5,2,1,1.1,3.5,0,0,1,1,UK,Android,Google Ads,Brand,Tier 3,1
101474,2026-01-27,509.0,1,290.0,357,4,4011.0,6,4,1,3,69.9,4.9,1,1,1,1,India,Web,CRM,Remarketing,Tier 3,0
101475,2026-01-27,247.0,1,64.0,198,3,1172.0,1,8,2,0,0.0,4.9,0,0,0,1,India,Android,Google Ads,Influencer,Tier 2,0
101476,2026-01-27,288.0,1,53.0,229,5,2692.0,3,9,0,0,0.0,2.6,0,0,1,1,India,Android,Organic,Performance,Tier 1,1
101477,2026-01-27,437.0,1,239.0,416,2,615.0,8,12,2,1,7.0,4.0,0,0,0,1,India,iOS,Meta Ads,Remarketing,Tier 1,1
101478,2026-01-27,403.0,1,208.0,75,1,245.0,3,2,1,3,45.4,3.4,0,0,1,1,India,Android,Organic,Brand,Tier 1,0
101479,2026-01-27,145.0,1,582.0,273,3,3178.0,4,3,2,3,59.9,4.5,0,0,0,1,India,Android,Organic,Performance,Tier 2,0
101480,2026-01-27,1141.0,3,262.0,389,4,3954.0,2,8,0,1,0.9,5.0,0,0,1,1,India,Android,Organic,Remarketing,Tier 2,1
101481,2026-01-27,1245.0,1,101.0,291,4,1113.0,3,6,2,2,12.0,3.0,0,0,1,1,India,iOS,Organic,Brand,Tier 3,1
101482,2026-01-27,1117.0,1,81.0,241,3,1843.0,2,6,1,1,11.2,4.0,1,0,1,1,India,Android,Meta Ads,Influencer,Tier 2,1
101483,2026-01-27,1272.0,2,186.0,281,3,2953.0,6,2,0,1,3.5,3.1,0,1,1,0,USA,Android,Organic,Performance,Tier 2,1
101484,2026-01-27,1852.0,1,23.0,276,2,3608.0,3,5,3,1,9.8,2.5,0,1,0,1,India,Android,Google Ads,Brand,Tier 1,1
101485,2026-01-27,251.0,1,36.0,433,4,2604.0,2,7,2,1,18.0,5.0,0,0,0,1,India,Android,Organic,Brand,Tier 2,0
101486,2026-01-27,1802.0,1,56.0,443,2,1907.0,5,8,0,1,23.3,5.0,0,1,1,1,UK,Android,Meta Ads,Performance,Tier 3,1
101487,2026-01-27,362.0,1,98.0,496,2,1888.0,6,4,1,0,0.0,3.1,1,1,0,0,India,Android,CRM,Remarketing,Tier 1,0
101488,2026-01-27,743.0,1,170.0,38,2,1719.0,7,5,1,1,5.1,5.0,0,0,1,1,India,Android,Organic,Performance,Tier 2,1
101489,2026-01-27,112.0,1,275.0,172,1,107.0,3,7,1,2,13.3,2.9,1,0,0,0,USA,Android,Meta Ads,Remarketing,Tier 2,0
101490,2026-01-27,326.0,1,440.0,473,1,597.0,9,4,0,3,7.9,4.7,0,0,1,1,India,iOS,Google Ads,Brand,Tier 2,1
101491,2026-01-27,931.0,1,381.0,346,2,790.0,3,6,1,3,36.0,3.1,1,0,0,1,India,Android,Google Ads,Brand,Tier 2,1
101492,2026-01-27,768.0,1,340.0,203,1,237.0,0,9,0,1,5.8,4.0,1,1,1,1,Canada,Web,Google Ads,Brand,Tier 3,1
101493,2026-01-27,356.0,1,120.0,339,2,424.0,4,7,0,2,6.8,3.9,0,1,1,1,UK,iOS,Meta Ads,Remarketing,Tier 2,1
101494,2026-01-27,508.0,1,83.0,250,3,927.0,6,6,0,1,6.1,1.8,1,0,1,1,India,Android,Referral,Performance,Tier 2,0
101495,2026-01-27,299.0,3,235.0,479,2,2268.0,7,6,1,0,0.0,3.7,1,0,0,0,India,Android,Meta Ads,Brand,Tier 1,0
101496,2026-01-27,929.0,1,246.0,301,3,614.0,8,6,1,0,0.0,3.9,0,0,1,1,India,Android,Google Ads,Performance,Tier 1,0
101497,2026-01-27,1190.0,1,63.0,241,5,4329.0,3,8,0,3,0.3,3.0,0,1,1,1,USA,Android,CRM,Brand,Tier 2,1
101498,2026-01-27,252.0,1,145.0,336,7,9107.0,3,7,0,1,6.8,3.5,0,0,0,1,India,Android,Referral,Brand,Tier 1,1
101499,2026-01-27,471.0,1,77.0,102,1,308.0,1,4,2,2,17.1,5.0,0,0,1,1,India,Web,Organic,Remarketing,Tier 2,1
101500,2026-01-27,139.0,1,34.0,416,2,2468.0,7,11,2,4,35.8,3.9,0,0,0,1,India,Android,Organic,Brand,Tier 3,1
101501,2026-01-27,566.0,1,221.0,109,5,5061.0,7,0,2,2,1.1,3.5,0,1,1,1,Canada,Android,Meta Ads,Influencer,Tier 3,1
