user_id,cohort_recharge_date,recharge_amount_on_day,recharge_count_on_day,wallet_balance_after_recharge,days_since_signup,lifetime_recharge_count_before_day,lifetime_recharge_amount_before_day,sessions_last_7d,app_launches_last_7d,notifications_clicked_last_7d,consultations_last_7d,paid_consult_minutes_last_7d,avg_consult_rating,has_used_coupon_on_day,has_done_promo_recharge,is_free_consultation_taken,has_push_enabled,country,device_type,acquisition_source,campaign_group,city_tier
100183,2026-01-27,210.0,2,100.0,364,3,1802.0,2,7,4,2,32.4,3.8,1,0,1,1,India,Android,Organic,Brand,Tier 2
100184,2026-01-27,731.0,1,175.0,439,0,0.0,3,7,0,1,11.6,5.0,1,0,1,1,India,iOS,CRM,Influencer,Tier 1
100185,2026-01-27,482.0,1,714.0,47,3,202.0,7,5,1,4,47.6,1.8,0,0,1,1,India,Android,Meta Ads,Performance,Tier 2
100186,2026-01-27,221.0,1,294.0,525,0,0.0,5,3,1,2,43.8,3.1,1,0,1,1,India,Android,Referral,Brand,Tier 3
100187,2026-01-27,1424.0,3,324.0,87,2,1091.0,1,5,0,3,78.5,2.4,1,0,1,1,India,Android,Organic,Unmapped,Tier 2
100188,2026-01-27,325.0,2,292.0,515,2,498.0,5,8,0,0,0.0,5.0,0,1,0,1,India,Android,CRM,Influencer,Tier 1
100189,2026-01-27,597.0,2,106.0,264,3,473.0,10,5,1,3,3.4,3.1,0,0,1,1,India,Android,Organic,Brand,Tier 1
100190,2026-01-27,684.0,1,138.0,476,3,2775.0,3,8,2,1,14.4,5.0,0,0,0,0,USA,iOS,Organic,Performance,Tier 2
100191,2026-01-27,359.0,1,144.0,60,0,0.0,2,3,2,0,0.0,3.3,1,0,1,1,India,Android,Google Ads,Performance,Tier 1
100192,2026-01-27,1331.0,1,120.0,39,2,1172.0,4,6,2,2,7.2,4.3,0,0,0,0,India,Android,Organic,Performance,Tier 1
100193,2026-01-27,404.0,1,120.0,88,2,345.0,5,9,2,2,25.1,4.9,0,0,1,1,India,Android,Meta Ads,Performance,Tier 1
100194,2026-01-27,545.0,1,164.0,469,3,3133.0,1,5,3,0,0.0,3.9,1,0,0,1,India,Android,Meta Ads,Performance,Tier 2
100195,2026-01-27,340.0,1,92.0,335,5,1044.0,2,4,2,1,3.8,3.7,1,0,0,1,India,Android,CRM,Unmapped,Tier 2
100196,2026-01-27,594.0,1,101.0,291,2,1125.0,4,9,2,1,2.6,4.9,0,0,1,1,UK,Android,Organic,Brand,Tier 3
100197,2026-01-27,561.0,3,183.0,316,2,946.0,3,8,1,2,1.8,3.2,0,0,1,1,India,Android,Meta Ads,Brand,Tier 2
100198,2026-01-27,608.0,1,48.0,153,3,3520.0,4,7,1,0,0.0,4.1,0,0,1,0,India,Android,Organic,Performance,Tier 1
100199,2026-01-27,362.0,1,271.0,132,2,922.0,1,11,2,0,0.0,5.0,1,1,1,1,UAE,Android,Organic,Performance,Tier 1
100200,2026-01-27,409.0,3,164.0,193,3,2540.0,6,6,2,1,8.2,3.7,0,1,1,1,India,Android,Google Ads,Performance,Tier 2
100201,2026-01-27,163.0,2,220.0,2,2,920.0,8,9,2,0,0.0,3.6,0,0,1,1,India,Android,Organic,Performance,Tier 3
100202,2026-01-27,197.0,2,422.0,330,3,678.0,4,6,0,1,3.3,3.5,0,0,0,1,India,Android,Google Ads,Performance,Tier 3
100203,2026-01-27,104.0,1,634.0,380,5,3258.0,5,7,0,1,4.3,3.6,0,1,1,1,India,iOS,Organic,Remarketing,Tier 2
100204,2026-01-27,819.0,1,112.0,329,4,4392.0,3,4,0,3,31.2,3.3,0,0,1,1,Canada,iOS,Organic,Performance,Tier 1
100205,2026-01-27,996.0,1,318.0,144,1,382.0,9,5,4,2,23.6,5.0,0,0,1,1,Canada,Android,Meta Ads,Brand,Tier 2
100206,2026-01-27,280.0,1,353.0,209,3,2825.0,8,12,1,2,6.8,4.1,1,0,1,0,India,Android,Referral,Unmapped,Tier 1
100207,2026-01-27,187.0,1,197.0,89,1,196.0,4,5,2,1,2.0,3.6,1,0,0,1,India,Android,Google Ads,Remarketing,Tier 2
100208,2026-01-27,315.0,1,394.0,509,2,1289.0,4,7,1,0,0.0,3.6,1,0,0,1,India,Android,Google Ads,Remarketing,Tier 1
100209,2026-01-27,1953.0,2,86.0,462,2,1962.0,2,5,2,1,9.6,2.9,0,0,1,0,USA,Android,Organic,Brand,Tier 3
100210,2026-01-27,1412.0,4,158.0,175,1,364.0,8,4,0,1,4.5,3.4,0,1,1,0,USA,Android,Google Ads,Unmapped,Tier 1
100211,2026-01-27,283.0,1,79.0,419,3,3622.0,6,6,1,2,2.7,2.9,1,1,1,1,India,Android,Organic,Performance,Tier 2
100212,2026-01-27,893.0,1,163.0,100,1,996.0,4,4,2,2,8.3,3.7,0,0,1,1,India,Android,Meta Ads,Performance,Tier 2
100213,2026-01-27,304.0,3,100.0,241,0,0.0,4,12,0,0,0.0,3.1,0,1,0,0,India,Android,CRM,Remarketing,Tier 2
100214,2026-01-27,333.0,1,180.0,407,1,1155.0,5,8,2,0,0.0,2.8,0,1,0,1,India,Android,Google Ads,Brand,Tier 3
100215,2026-01-27,1385.0,1,26.0,55,2,1438.0,0,4,0,1,14.0,2.9,0,0,0,1,India,Android,Organic,Remarketing,Tier 1
100216,2026-01-27,362.0,3,406.0,266,0,0.0,5,6,2,0,0.0,4.2,1,0,1,1,USA,Android,Google Ads,Remarketing,Tier 2
100217,2026-01-27,177.0,2,452.0,291,0,0.0,4,8,0,3,47.3,3.5,0,0,1,1,USA,Android,Google Ads,Remarketing,Tier 3
100218,2026-01-27,479.0,4,310.0,110,0,0.0,1,6,2,2,6.1,3.4,1,0,0,1,India,Android,Google Ads,Remarketing,Tier 1
100219,2026-01-27,183.0,2,202.0,425,1,66.0,5,2,1,1,2.1,4.0,1,0,0,0,India,Android,CRM,Remarketing,Tier 2
100220,2026-01-27,231.0,2,131.0,392,2,903.0,3,5,4,2,1.4,2.7,1,0,0,1,India,iOS,Referral,Unmapped,Tier 2
100221,2026-01-27,508.0,1,628.0,386,1,253.0,5,9,0,1,3.6,3.8,1,0,1,0,UK,iOS,Organic,Remarketing,Tier 2
100222,2026-01-27,158.0,3,173.0,294,3,1987.0,6,4,0,3,39.6,2.2,0,0,1,1,India,Android,Google Ads,Performance,Tier 1
100223,2026-01-27,340.0,4,213.0,170,2,718.0,7,7,2,1,9.1,5.0,1,0,1,1,India,Android,Google Ads,Unmapped,Tier 3
100224,2026-01-27,1407.0,1,117.0,98,0,0.0,4,7,0,2,21.9,5.0,0,0,1,1,India,Android,Referral,Unmapped,Tier 1
100225,2026-01-27,840.0,1,152.0,101,2,2599.0,1,4,3,0,0.0,4.8,0,0,0,1,India,Android,CRM,Unmapped,Tier 2
100226,2026-01-27,742.0,2,303.0,103,0,0.0,5,4,2,0,0.0,4.8,0,0,0,1,India,iOS,Google Ads,Unmapped,Tier 2
100227,2026-01-27,791.0,1,76.0,270,3,762.0,3,10,0,3,29.8,3.8,1,0,0,1,India,Android,Meta Ads,Brand,Tier 2
100228,2026-01-27,385.0,1,229.0,251,1,355.0,3,7,0,1,2.9,3.8,0,0,1,1,India,Android,Organic,Unmapped,Tier 1
100229,2026-01-27,343.0,1,226.0,22,1,144.0,1,4,1,1,9.4,3.8,1,0,1,1,India,Android,Referral,Remarketing,Tier 1
100230,2026-01-27,610.0,1,545.0,323,3,1622.0,6,3,2,0,0.0,5.0,1,1,0,1,India,Android,Referral,Remarketing,Tier 1
100231,2026-01-27,394.0,1,208.0,442,1,393.0,6,5,1,3,27.9,2.1,0,0,1,0,UK,Web,Meta Ads,Brand,Tier 2
100232,2026-01-27,272.0,1,129.0,16,1,623.0,5,10,1,1,1.2,4.2,1,0,1,1,UK,Android,Google Ads,Remarketing,Tier 1
100233,2026-01-27,288.0,1,179.0,499,2,2708.0,7,9,2,2,20.8,5.0,1,0,1,1,India,Android,Google Ads,Brand,Tier 1
100234,2026-01-27,269.0,3,296.0,51,2,643.0,5,7,1,2,7.7,4.2,0,0,0,1,UAE,Android,Organic,Brand,Tier 3
100235,2026-01-27,610.0,1,551.0,400,5,5296.0,2,4,1,1,0.8,3.6,0,0,1,1,UAE,Android,CRM,Brand,Tier 1
100236,2026-01-27,1066.0,2,127.0,496,2,1502.0,7,3,0,1,22.8,4.7,0,1,1,1,India,iOS,CRM,Performance,Tier 2
100237,2026-01-27,321.0,2,389.0,502,1,210.0,8,8,1,0,0.0,2.6,0,0,0,1,India,Android,Meta Ads,Performance,Tier 2
100238,2026-01-27,759.0,2,304.0,257,5,4002.0,5,3,0,3,11.4,5.0,0,0,1,1,India,Android,CRM,Brand,Tier 2
100239,2026-01-27,201.0,3,152.0,492,4,2510.0,1,4,2,3,63.9,3.8,0,0,1,0,India,Web,Google Ads,Remarketing,Tier 1
100240,2026-01-27,754.0,2,227.0,58,3,1603.0,3,8,0,2,13.6,4.3,0,0,0,0,India,Android,Meta Ads,Unmapped,Tier 2
100241,2026-01-27,80.0,2,99.0,28,1,361.0,4,5,0,3,62.5,4.8,0,1,1,1,UAE,Android,Meta Ads,Performance,Tier 3
100242,2026-01-27,208.0,1,77.0,13,0,0.0,2,7,0,2,11.3,2.5,0,0,0,1,India,Android,Organic,Brand,Tier 3
100243,2026-01-27,266.0,2,76.0,131,1,105.0,3,8,0,4,18.5,4.5,0,0,1,1,Canada,Android,Organic,Performance,Tier 2
100244,2026-01-27,446.0,3,60.0,191,4,3151.0,3,8,3,1,3.3,2.2,1,0,1,1,India,Android,Meta Ads,Performance,Tier 2
100245,2026-01-27,445.0,1,449.0,397,1,148.0,7,7,2,2,3.6,3.0,1,0,1,1,UAE,Android,Referral,Unmapped,Tier 1
100246,2026-01-27,674.0,1,270.0,244,0,0.0,7,4,1,0,0.0,4.7,0,0,0,1,India,Android,Organic,Performance,Tier 1
100247,2026-01-27,1608.0,1,199.0,513,2,524.0,4,7,2,1,7.8,3.0,0,0,0,0,UK,Android,Referral,Brand,Tier 2
100248,2026-01-27,963.0,1,374.0,409,4,2753.0,3,12,1,1,5.0,4.8,1,0,0,1,India,Android,Organic,Influencer,Tier 3
100249,2026-01-27,994.0,2,238.0,339,1,1076.0,7,9,4,2,14.7,3.0,1,1,0,1,India,Android,Organic,Performance,Tier 2
100250,2026-01-27,423.0,1,55.0,187,2,1379.0,2,7,0,0,0.0,3.7,0,1,1,1,India,Android,Organic,Brand,Tier 3
100251,2026-01-27,744.0,4,174.0,72,3,554.0,6,8,1,0,0.0,3.5,1,1,0,1,India,Android,Google Ads,Performance,Tier 1
100252,2026-01-27,401.0,1,138.0,87,3,278.0,2,6,0,1,14.2,5.0,0,0,0,1,India,iOS,Meta Ads,Unmapped,Tier 2
100253,2026-01-27,147.0,2,146.0,405,0,0.0,1,6,4,1,28.2,4.3,0,0,1,1,India,Android,CRM,Remarketing,Tier 1
100254,2026-01-27,350.0,1,99.0,505,4,1305.0,6,4,2,3,1.9,4.6,1,0,0,1,India,Android,CRM,Unmapped,Tier 2
100255,2026-01-27,22.0,1,329.0,410,1,304.0,7,10,0,1,36.8,4.0,1,0,1,1,India,Android,Organic,Unmapped,Tier 2
100256,2026-01-27,337.0,1,257.0,292,2,1357.0,4,5,3,3,17.0,3.8,0,0,1,1,India,Android,Google Ads,Brand,Tier 2
100257,2026-01-27,296.0,2,257.0,434,3,3298.0,3,9,0,2,7.8,5.0,0,1,1,1,Canada,Android,Organic,Brand,Tier 3
100258,2026-01-27,180.0,2,49.0,315,1,1271.0,6,4,2,2,6.7,3.1,1,1,1,1,India,iOS,Organic,Unmapped,Tier 3
100259,2026-01-27,310.0,1,225.0,29,4,3179.0,8,4,1,0,0.0,4.9,1,0,0,1,India,Android,Organic,Remarketing,Tier 1
100260,2026-01-27,309.0,1,202.0,424,3,2025.0,8,4,1,0,0.0,5.0,1,0,0,1,India,Android,Referral,Unmapped,Tier 2
100261,2026-01-27,258.0,1,250.0,256,2,1407.0,6,5,0,2,16.6,4.8,0,0,1,1,Canada,Android,Organic,Performance,Tier 2
100262,2026-01-27,197.0,1,400.0,217,0,0.0,3,12,2,3,26.3,3.0,0,1,1,1,India,Android,Google Ads,Performance,Tier 2
100263,2026-01-27,1703.0,3,108.0,93,0,0.0,4,8,1,2,10.9,3.0,0,0,1,1,India,Android,Organic,Unmapped,Tier 1
100264,2026-01-27,943.0,1,191.0,28,1,398.0,6,5,0,4,23.1,4.8,0,0,1,0,India,Android,Google Ads,Remarketing,Tier 3
100265,2026-01-27,396.0,1,188.0,216,2,2581.0,4,7,0,1,11.7,2.8,0,0,1,0,India,Android,Google Ads,Brand,Tier 1
100266,2026-01-27,636.0,1,91.0,226,3,1952.0,7,12,2,3,43.7,2.6,0,1,0,1,India,Web,Organic,Performance,Tier 2
100267,2026-01-27,686.0,1,368.0,283,5,1481.0,5,13,2,1,1.5,4.4,0,0,0,1,India,Android,Organic,Unmapped,Tier 3
100268,2026-01-27,201.0,1,362.0,82,0,0.0,2,5,0,3,22.3,3.8,0,1,1,1,India,Android,Organic,Unmapped,Tier 3
100269,2026-01-27,318.0,1,109.0,362,5,7631.0,3,4,1,2,32.6,5.0,0,0,1,1,India,Android,Meta Ads,Performance,Tier 3
100270,2026-01-27,392.0,1,67.0,486,0,0.0,11,6,1,1,1.2,3.7,1,0,1,1,UAE,iOS,Meta Ads,Brand,Tier 3
100271,2026-01-27,228.0,2,232.0,465,3,964.0,6,5,1,1,1.3,4.4,1,0,0,1,India,Android,CRM,Performance,Tier 1
100272,2026-01-27,851.0,1,294.0,235,0,0.0,4,12,2,1,4.6,4.8,0,1,0,1,India,Android,Meta Ads,Performance,Tier 1
100273,2026-01-27,1579.0,1,180.0,293,1,1152.0,6,7,3,5,19.7,5.0,0,0,1,0,India,Android,Meta Ads,Performance,Tier 3
100274,2026-01-27,453.0,1,95.0,473,4,1231.0,6,6,0,1,13.4,3.1,0,0,1,0,India,Android,Meta Ads,Brand,Tier 2
100275,2026-01-27,228.0,1,90.0,478,1,580.0,9,9,1,1,10.0,4.2,0,0,0,1,UK,Android,Organic,Unmapped,Tier 2
100276,2026-01-27,645.0,1,78.0,456,4,1113.0,4,10,1,2,4.1,5.0,1,0,0,0,India,Android,Organic,Performance,Tier 3
100277,2026-01-27,1070.0,1,38.0,232,4,6272.0,4,4,2,4,51.1,5.0,0,1,1,0,India,Android,Google Ads,Performance,Tier 2
100278,2026-01-27,296.0,2,126.0,416,5,388.0,9,7,2,2,13.3,5.0,1,1,0,1,India,Android,Organic,Remarketing,Tier 1
100279,2026-01-27,300.0,1,33.0,190,1,320.0,5,7,1,1,5.2,3.3,0,0,1,1,India,Web,Organic,Brand,Tier 3
100280,2026-01-27,662.0,1,111.0,236,2,780.0,4,4,0,0,0.0,1.9,0,1,1,1,India,Android,CRM,Influencer,Tier 1
100281,2026-01-27,181.0,4,47.0,527,5,5666.0,8,9,1,1,23.9,3.5,0,1,1,1,India,Android,Organic,Performance,Tier 2
100282,2026-01-27,533.0,2,443.0,521,6,679.0,3,4,0,1,7.6,3.6,0,0,0,1,India,Android,Google Ads,Performance,Tier 2
100283,2026-01-27,282.0,4,143.0,140,2,1916.0,7,9,1,2,39.0,2.9,0,1,0,0,India,Android,CRM,Performance,Tier 2
100284,2026-01-27,1491.0,1,233.0,182,2,697.0,3,10,0,1,19.9,2.7,0,0,1,1,India,iOS,Organic,Performance,Tier 2
100285,2026-01-27,228.0,1,181.0,53,1,836.0,2,10,2,1,13.6,4.9,0,1,0,1,Canada,Android,Organic,Remarketing,Tier 1
100286,2026-01-27,593.0,1,62.0,30,4,1846.0,10,7,1,1,3.7,5.0,0,1,1,1,India,Android,Organic,Performance,Tier 1
100287,2026-01-27,491.0,2,360.0,122,2,594.0,10,2,0,0,0.0,4.3,0,1,1,1,India,Android,Referral,Brand,Tier 3
100288,2026-01-27,1130.0,1,277.0,326,1,752.0,4,2,0,1,4.9,4.2,1,0,1,1,India,Android,Organic,Performance,Tier 1
100289,2026-01-27,642.0,3,277.0,457,2,726.0,3,9,0,0,0.0,2.1,1,0,0,0,India,Android,Google Ads,Performance,Tier 2
100290,2026-01-27,280.0,1,379.0,291,1,662.0,4,9,0,1,3.0,3.5,0,0,1,1,India,iOS,Organic,Influencer,Tier 1
100291,2026-01-27,325.0,1,66.0,329,2,324.0,3,10,2,0,0.0,4.0,1,0,1,1,India,Android,Referral,Brand,Tier 3
100292,2026-01-27,682.0,3,204.0,461,4,1347.0,3,4,1,0,0.0,5.0,0,0,1,0,India,Android,Organic,Remarketing,Tier 2
100293,2026-01-27,727.0,1,245.0,113,1,388.0,4,10,1,1,17.4,4.3,1,0,1,1,USA,Android,Referral,Remarketing,Tier 1
100294,2026-01-27,169.0,1,287.0,475,2,698.0,8,5,1,2,25.0,3.4,1,0,0,1,India,Android,Google Ads,Unmapped,Tier 2
100295,2026-01-27,258.0,1,98.0,138,3,2424.0,3,9,0,1,4.6,5.0,0,0,0,1,USA,iOS,Organic,Unmapped,Tier 3
100296,2026-01-27,886.0,2,649.0,54,1,309.0,5,4,2,3,12.5,5.0,1,0,0,1,UK,Android,Google Ads,Unmapped,Tier 2
100297,2026-01-27,911.0,2,79.0,388,2,1054.0,6,5,0,4,67.2,3.9,0,0,1,1,India,Android,Organic,Unmapped,Tier 2
100298,2026-01-27,1140.0,1,118.0,437,2,188.0,6,8,1,2,45.7,3.8,1,0,0,1,India,Android,Meta Ads,Brand,Tier 2
100299,2026-01-27,677.0,1,92.0,450,0,0.0,2,8,2,3,31.5,4.5,1,0,1,1,India,Android,Google Ads,Remarketing,Tier 1
100300,2026-01-27,658.0,1,9.0,534,3,1746.0,6,9,1,0,0.0,3.8,0,0,1,0,India,Android,CRM,Remarketing,Tier 2
100301,2026-01-27,935.0,1,586.0,389,3,720.0,2,9,0,2,15.6,4.6,0,0,1,1,India,Android,Meta Ads,Unmapped,Tier 2
100302,2026-01-27,851.0,1,76.0,462,4,1186.0,6,11,1,5,2.6,3.4,0,1,0,1,India,Android,Organic,Remarketing,Tier 2
100303,2026-01-27,346.0,1,444.0,129,3,1448.0,5,5,2,1,6.8,3.3,0,1,0,1,India,Android,Meta Ads,Brand,Tier 3
100304,2026-01-27,794.0,4,740.0,175,4,3443.0,1,12,0,1,15.8,3.6,1,1,0,1,India,iOS,Google Ads,Performance,Tier 2
100305,2026-01-27,908.0,1,91.0,52,3,2071.0,3,7,2,0,0.0,4.5,0,0,1,1,India,Android,Meta Ads,Remarketing,Tier 3
100306,2026-01-27,298.0,1,348.0,200,3,2528.0,4,5,2,2,6.6,3.4,1,0,1,1,India,Android,Organic,Performance,Tier 1
100307,2026-01-27,252.0,1,186.0,278,1,179.0,4,5,2,1,10.0,4.3,0,1,0,1,India,Android,Google Ads,Brand,Tier 1
100308,2026-01-27,927.0,2,191.0,389,1,55.0,3,7,2,2,18.6,3.3,1,1,1,1,India,Android,Organic,Performance,Tier 2
100309,2026-01-27,273.0,2,178.0,509,5,361.0,2,4,0,5,21.6,2.5,0,0,1,1,India,Android,Organic,Performance,Tier 2
100310,2026-01-27,790.0,1,108.0,438,3,1222.0,5,11,0,1,10.2,4.5,0,1,1,1,India,Android,Organic,Performance,Tier 2
100311,2026-01-27,368.0,1,387.0,264,1,1140.0,5,8,0,2,11.6,3.9,0,1,1,0,India,Android,Organic,Influencer,Tier 1
100312,2026-01-27,463.0,1,187.0,122,1,669.0,4,7,1,1,7.4,5.0,0,0,0,1,India,Android,Meta Ads,Performance,Tier 1
100313,2026-01-27,869.0,1,328.0,269,1,343.0,8,5,1,2,35.2,3.4,1,0,1,1,India,Android,Google Ads,Unmapped,Tier 1
100314,2026-01-27,530.0,2,362.0,171,2,1074.0,5,9,0,3,26.7,4.9,0,0,0,1,India,Android,Meta Ads,Brand,Tier 3
100315,2026-01-27,286.0,2,149.0,85,0,0.0,4,11,2,3,22.0,2.9,0,0,1,0,India,Android,Meta Ads,Brand,Tier 2
100316,2026-01-27,249.0,1,638.0,256,4,1870.0,2,5,2,2,19.2,2.7,1,0,1,1,India,Android,Organic,Remarketing,Tier 2
100317,2026-01-27,706.0,1,140.0,197,1,1441.0,2,4,0,2,7.7,3.8,0,1,1,1,USA,Android,Organic,Performance,Tier 2
100318,2026-01-27,301.0,2,202.0,139,1,454.0,6,8,0,3,32.2,3.4,1,0,1,1,India,Android,Organic,Unmapped,Tier 1
100319,2026-01-27,219.0,1,238.0,28,3,428.0,4,9,3,2,55.9,5.0,0,0,0,0,Canada,Android,Meta Ads,Remarketing,Tier 1
100320,2026-01-27,464.0,2,24.0,173,3,809.0,3,8,3,2,3.2,2.9,0,0,0,1,India,Android,Google Ads,Performance,Tier 3
100321,2026-01-27,431.0,1,187.0,144,2,778.0,9,6,2,0,0.0,4.1,0,0,0,0,India,Android,Meta Ads,Performance,Tier 1
100322,2026-01-27,253.0,1,62.0,147,0,0.0,8,5,0,3,15.1,3.5,1,0,0,1,India,Android,Google Ads,Performance,Tier 1
100323,2026-01-27,492.0,1,338.0,157,1,600.0,7,3,1,0,0.0,4.7,1,1,0,1,India,Android,Organic,Unmapped,Tier 1
100324,2026-01-27,1152.0,1,138.0,462,4,1475.0,3,6,1,0,0.0,3.3,1,0,0,1,India,Android,Google Ads,Performance,Tier 1
100325,2026-01-27,147.0,1,203.0,78,3,2705.0,5,5,1,1,19.0,3.1,1,1,0,1,India,iOS,CRM,Performance,Tier 2
100326,2026-01-27,146.0,3,57.0,78,1,968.0,8,6,0,2,4.0,2.3,1,0,1,0,USA,Android,Organic,Performance,Tier 1
100327,2026-01-27,1058.0,1,384.0,293,5,608.0,7,4,1,2,31.1,4.7,0,0,0,1,India,iOS,Google Ads,Unmapped,Tier 1
100328,2026-01-27,257.0,1,127.0,33,0,0.0,5,8,0,1,6.1,3.9,1,1,1,1,India,iOS,CRM,Remarketing,Tier 2
100329,2026-01-27,528.0,2,565.0,535,0,0.0,5,10,0,2,21.4,4.1,0,0,1,0,Canada,Android,Meta Ads,Unmapped,Tier 1
100330,2026-01-27,484.0,1,49.0,132,2,651.0,0,4,1,2,12.0,4.5,0,1,1,0,India,Android,Meta Ads,Performance,Tier 1
100331,2026-01-27,116.0,1,269.0,84,4,1727.0,3,4,1,3,9.6,3.0,1,0,0,1,UK,Android,Meta Ads,Performance,Tier 2
100332,2026-01-27,1332.0,1,142.0,43,3,1522.0,7,2,2,0,0.0,2.4,1,1,0,0,UAE,Android,Organic,Remarketing,Tier 3
100333,2026-01-27,340.0,3,291.0,189,3,4298.0,4,3,1,1,12.4,3.0,1,0,1,1,India,Android,Organic,Unmapped,Tier 2
100334,2026-01-27,1488.0,1,314.0,487,1,589.0,4,5,2,1,9.2,3.8,1,0,0,0,India,Android,Meta Ads,Brand,Tier 2
100335,2026-01-27,124.0,1,78.0,271,2,1472.0,5,5,2,0,0.0,3.4,1,0,1,0,India,Android,Google Ads,Performance,Tier 3
100336,2026-01-27,297.0,1,120.0,430,1,427.0,5,4,1,5,24.6,3.5,0,0,1,1,USA,Android,CRM,Remarketing,Tier 3
100337,2026-01-27,493.0,1,225.0,224,2,1330.0,3,7,2,0,0.0,2.9,1,1,1,0,Canada,Android,Referral,Remarketing,Tier 1
100338,2026-01-27,528.0,4,134.0,428,1,976.0,1,4,1,1,5.7,4.7,0,0,0,0,India,Android,Google Ads,Remarketing,Tier 1
100339,2026-01-27,258.0,4,322.0,144,5,2884.0,5,4,2,0,0.0,4.1,0,0,0,1,India,Android,Meta Ads,Performance,Tier 2
100340,2026-01-27,225.0,4,223.0,49,2,1262.0,3,7,2,0,0.0,3.5,1,0,1,1,India,Android,Organic,Remarketing,Tier 3
100341,2026-01-27,213.0,1,161.0,436,1,103.0,4,7,0,1,13.6,2.6,0,0,0,1,India,Android,Meta Ads,Remarketing,Tier 2
100342,2026-01-27,723.0,1,111.0,532,4,779.0,3,8,2,1,12.2,2.8,0,0,0,1,India,Android,Organic,Performance,Tier 1
100343,2026-01-27,546.0,2,422.0,186,2,126.0,4,8,3,2,25.6,2.6,0,0,1,1,India,Android,Organic,Influencer,Tier 2
100344,2026-01-27,568.0,1,294.0,52,0,0.0,6,7,1,2,5.6,2.8,1,0,1,1,India,Android,Organic,Remarketing,Tier 3
100345,2026-01-27,1031.0,1,79.0,434,2,3317.0,3,2,1,1,14.2,2.1,1,1,0,0,India,Android,Meta Ads,Performance,Tier 1
100346,2026-01-27,371.0,1,47.0,394,3,378.0,6,10,1,3,9.3,4.8,0,0,1,1,Canada,iOS,CRM,Brand,Tier 3
100347,2026-01-27,163.0,1,58.0,527,5,2935.0,8,9,0,2,10.9,3.7,1,0,0,1,India,Android,Organic,Performance,Tier 3
100348,2026-01-27,524.0,1,337.0,100,1,71.0,9,5,0,1,0.9,5.0,0,1,1,1,India,Android,Meta Ads,Performance,Tier 2
100349,2026-01-27,879.0,1,329.0,46,0,0.0,3,5,0,2,2.1,3.1,0,1,1,1,India,Android,Meta Ads,Influencer,Tier 2
100350,2026-01-27,896.0,2,51.0,477,2,2957.0,4,5,1,1,1.6,4.9,1,0,0,0,UK,Android,Referral,Performance,Tier 1
100351,2026-01-27,1062.0,1,44.0,320,1,163.0,5,5,3,0,0.0,3.5,0,0,1,1,India,Web,Organic,Remarketing,Tier 1
100352,2026-01-27,214.0,2,323.0,82,5,904.0,2,7,1,1,14.3,4.2,0,0,1,1,India,Android,Organic,Remarketing,Tier 2
100353,2026-01-27,412.0,1,91.0,186,2,763.0,5,8,1,3,26.1,4.0,0,0,1,0,India,Android,Organic,Remarketing,Tier 1
100354,2026-01-27,619.0,2,91.0,221,5,2635.0,2,4,1,0,0.0,2.8,1,1,1,1,UAE,Android,Google Ads,Performance,Tier 1
100355,2026-01-27,329.0,3,105.0,453,1,539.0,4,2,0,1,22.9,4.3,0,1,1,1,India,iOS,Meta Ads,Remarketing,Tier 1
100356,2026-01-27,316.0,1,79.0,410,2,899.0,3,3,1,1,2.3,5.0,0,1,1,1,India,Android,Organic,Performance,Tier 3
100357,2026-01-27,368.0,1,100.0,245,1,671.0,6,4,1,4,33.9,3.2,1,0,1,1,UAE,iOS,Meta Ads,Unmapped,Tier 2
100358,2026-01-27,320.0,1,370.0,112,3,1479.0,5,5,0,0,0.0,5.0,0,0,1,1,UAE,Android,Google Ads,Remarketing,Tier 2
100359,2026-01-27,685.0,1,17.0,190,0,0.0,1,6,2,2,22.7,2.8,0,0,1,1,UAE,Android,Organic,Influencer,Tier 2
100360,2026-01-27,190.0,2,303.0,43,1,106.0,4,5,1,1,8.3,3.9,0,0,1,1,India,iOS,Google Ads,Brand,Tier 1
100361,2026-01-27,276.0,1,86.0,416,2,451.0,11,1,0,2,7.4,5.0,1,1,1,1,India,Android,Google Ads,Brand,Tier 2
100362,2026-01-27,683.0,1,263.0,51,3,327.0,7,7,1,2,10.9,3.7,0,0,1,1,India,Android,Organic,Remarketing,Tier 3
100363,2026-01-27,881.0,1,120.0,421,1,420.0,6,5,0,2,5.1,3.6,1,1,1,1,India,Android,Google Ads,Remarketing,Tier 2
100364,2026-01-27,355.0,1,389.0,364,2,3262.0,4,7,0,2,19.6,2.2,1,1,1,1,India,Android,Meta Ads,Remarketing,Tier 2
100365,2026-01-27,213.0,2,245.0,315,4,505.0,5,8,0,2,18.3,4.9,0,0,0,1,India,Android,Google Ads,Remarketing,Tier 2
100366,2026-01-27,580.0,1,22.0,371,1,281.0,3,10,1,0,0.0,3.8,1,0,0,1,Canada,Android,Organic,Performance,Tier 2
100367,2026-01-27,1587.0,2,128.0,14,1,633.0,7,5,2,3,23.9,4.7,1,1,1,1,India,Android,Organic,Remarketing,Tier 3
100368,2026-01-27,151.0,3,197.0,243,5,1867.0,2,6,1,0,0.0,3.1,0,0,0,1,India,iOS,Referral,Unmapped,Tier 2
